,Time(ms),BB Temp,T1CA(v),T1CB(v),T1CC(v),T1CD(v),T2CA(v),T2CB(v),T2CC(v),T2CD(v)
5696,6435372,55,49.90294182326331,49.51769557965335,49.879222949380924,49.848246330801054,49.394144376204785,49.74481624714957,48.68665172047506,48.14808977346644
5697,6436501,55,49.900071366638706,49.51466720949513,49.876578857490685,49.84473889727144,49.39208783180335,49.74249569682212,48.684755105293824,48.14691722202648
5698,6437630,55,49.89717315466123,49.511648893443024,49.87397160527217,49.8413926120824,49.39000379504942,49.740139030765974,48.68292832886323,48.14583838274936
5699,6438759,55,49.894645568049306,49.50896142324215,49.87169468743819,49.8383958531826,49.38833252898346,49.73830200787761,48.681502095802614,48.14486904695844
5700,6439888,55,49.892272120188046,49.506448356409166,49.869621355634095,49.83567994821348,49.38664132387139,49.73649268474833,48.680081058578786,48.14398940241267
5701,6441017,55,49.89039285118293,49.50443410226627,49.868021731746246,49.83344058604023,49.38579058354713,49.73566708082458,48.6795529698188,48.14335879724587
5702,6442181,55,49.889050843266894,49.50301640707624,49.86708004426048,49.83192426402714,49.38575161263874,49.73592443329168,48.679530894552,48.142707414863445
5703,6443310,55,49.88772567779389,49.50152609855129,49.86600867938956,49.83033385900835,49.385702765843334,49.736291625448665,48.67935914633485,48.14194509123981
5704,6444439,55,49.88656172369887,49.50025359574864,49.865176554381314,49.82903072275166,49.3862323698694,49.73748637643987,48.679726721952875,48.14141161276122
5705,6445568,55,49.88562901112359,49.499244078255806,49.864608855550465,49.82799224925844,49.38692685337305,49.73887320643971,48.6800510970374,48.1407599608711
5706,6446697,55,49.88459383193339,49.49814883049714,49.8638706896559,49.82694452475336,49.38730318946771,49.739852155023556,48.679849229727694,48.1398590903109
5707,6447826,55,49.883613052892315,49.497007973841264,49.86313601349194,49.825862370667544,49.387173624343696,49.740238598963714,48.67916068078976,48.13885201773368
5708,6448955,55,49.88236212688746,49.495495045914986,49.861897077950005,49.82436093220121,49.386342956055856,49.73980447575937,48.67797389870519,48.13779885306082
5709,6450084,55,49.8808227644128,49.4936811874664,49.86044533746397,49.822647241044855,49.38552456630127,49.73933764886525,48.67699262369782,48.136953620992536
5710,6451213,55,49.87970448613279,49.492258679488586,49.85944995499133,49.82128397226285,49.38505184344908,49.739194045908974,48.6763459833737,48.13619165709316
5711,6452342,55,49.87900550762183,49.491413174666256,49.858987012517396,49.82044607675094,49.384839265235215,49.739370187469945,48.675911917805664,48.13537050485165
5712,6453471,55,49.87871683482695,49.49100229956395,49.859075703560535,49.82018066677578,49.38444040017614,49.73932943251382,48.675259448758325,48.13452066831302
5713,6454600,55,49.87861096547341,49.4907634062423,49.859266220256366,49.82006006699704,49.38405915226106,49.73936998869404,48.67463939301691,48.13365510839894
5714,6455729,55,49.8777732427356,49.489612465093586,49.858403511148644,49.81889532420888,49.38320430077228,49.738747762841406,48.67344306333085,48.132560859791326
5715,6456858,55,49.87635756818285,49.487967217058845,49.85697797627994,49.81718614666636,49.38145130266593,49.736921209378814,48.67122935192959,48.13107102871211
5716,6457987,55,49.873990756261264,49.48523876609081,49.854410986514495,49.81423489751062,49.37839341863567,49.73350653751907,48.66820207908704,48.12960199768812
