,Time(ms),T1CA(v),T1CB(v),T1CC(v),T1CD(v),T1Therm(c),T2CA(v),T2CB(v),T2CC(v),T2CD(v),T2Therm(c)
175,198444,1.75328331,2.14775461,2.1979874500000003,2.1654630900000003,24.44393108,2.22015895,2.23353029,2.2220114200000003,2.23851455,23.23419796
176,199573,1.7533600200000001,2.14743832,2.19724984,2.1650039999999997,24.44404987,2.21968727,2.23315185,2.22165895,2.23807907,23.23425396
177,200702,1.75301266,2.14700441,2.1968478,2.1645504200000003,24.44431713,2.22014714,2.23319316,2.22128522,2.23840795,23.2349539
178,201831,1.75261297,2.1464532700000003,2.19657675,2.16481872,24.44479228,2.22011017,2.23273053,2.22152283,2.23802085,23.23638185
179,202960,1.75221958,2.1458289600000002,2.19665582,2.16465349,24.44547532,2.21978877,2.23238159,2.2215306999999997,2.23819355,23.23722186
180,204089,1.7520598600000001,2.14572039,2.19598312,2.16457245,24.44556442,2.21879309,2.23185091,2.22130961,2.23801023,23.23738987
181,205218,1.75166569,2.14515784,2.19535331,2.16369755,24.44669298,2.2185067099999998,2.23116287,2.22057437,2.23810031,23.23845395
182,206377,1.75173178,2.14487656,2.1951298599999998,2.1628985800000002,24.44832653,2.21840482,2.2303878900000003,2.2202435300000003,2.23776633,23.21863753
183,207506,1.7514135199999998,2.14496036,2.19494025,2.16321329,24.44847505,2.2182423499999997,2.2302474500000002,2.2202132299999997,2.23770063,23.21869348
184,208635,1.75118654,2.1442019,2.19449768,2.16236002,24.44993051,2.2174968699999997,2.2302096799999998,2.22011292,2.23747994,23.21874943
185,209764,1.75121132,2.144172,2.19364284,2.1623757599999998,24.45055432,2.21762905,2.2294547700000003,2.21957358,2.23749843,23.21930896
186,210893,1.7509324099999999,2.14345288,2.19324749,2.16181833,24.4509702,2.21690128,2.22887845,2.21967704,2.2372521599999997,23.22051199
187,212022,1.75050086,2.1423812900000003,2.19281908,2.16141825,24.45076226,2.21662433,2.22874981,2.2196959300000003,2.2374240800000003,23.22135136
188,213151,1.75018575,2.1415173999999997,2.19191468,2.16088284,24.4518911,2.21622307,2.2280263700000003,2.21876752,2.23680134,23.22207883
189,214280,1.74941825,2.14115469,2.19157243,2.1604847300000003,24.45218818,2.21564361,2.2270924599999997,2.21759797,2.23684146,23.2231701
190,215409,1.74911062,2.13959529,2.1910075200000003,2.15934075,24.45284176,2.21506532,2.2268103999999997,2.2174453400000003,2.23703934,23.22358984
191,216538,1.74870582,2.1400571299999998,2.18999454,2.15933131,24.4536142,2.21442803,2.22650709,2.21701025,2.2370377699999997,23.22412151
